0,1,2,,0,1,2,,numérateur,dénominateur,quotient,,
39.115,13.516,27.273,,35.1160011291504,22.0699157714844,26.4597511291504,,13.3661635131836,163.549668029785,0.081725409009998,,
45.359,17.536,29.255,,53.0541496276855,14.5790252685547,39.0077323913574,,20.4048567504883,198.790907287598,0.10264481926715,,
32.1,13.308,6.7765,,47.0144233703613,23.5010242462158,24.3426322937012,,42.6735799102783,147.042579910278,0.290212399267727,,
61.845,6.1952,53.227,,43.249927520752,21.0181198120117,30.9537925720215,,55.6911997192383,216.489039904785,0.257247201723154,,
74.187,12.929,34.937,,45.8507690429687,39.2196769714355,37.1288681030273,,56.8187760314941,244.252314117432,0.232623286443775,,
76.32,16.841,39.757,,62.2815780639648,25.2812118530273,38.7415351867676,,23.4940986022949,259.22232510376,0.090633006215382,,
21.58,0,6.1326,,42.2873382568359,15.4669580459595,25.7894668579102,,55.8311631607056,111.256363160706,0.501824449178332,,
19.034,18.39,8.5858,,36.4684715270996,17.5526180267334,11.1210489273071,,20.8071024276733,111.15193848114,0.187195137682676,,
42.753,19.518,0.67639,,62.2374153137207,25.0772666931152,43.2538185119629,,67.6211105187988,193.515890518799,0.349434407363202,,
26.409,0,24.711,,42.0205764770508,37.2627105712891,34.5311508178711,,62.6944378662109,164.934437866211,0.380117328299057,,
37.639,29.185,30.424,,64.7751617431641,36.9288635253906,28.6155376434326,,36.6884876251221,227.567562911987,0.161220198325503,,
30.626,15.258,10.358,,55.7186546325684,28.7991256713867,37.3577537536621,,65.6335340576172,178.117534057617,0.368484407808982,,
15.092,12.352,3.2051,,36.5032005310059,11.2538290023804,26.37912940979,,45.6834009384155,104.785258943176,0.435971637605907,,
23.044,22.682,7.3718,,42.9339599609375,30.9808559417725,22.3640766143799,,43.1810925170898,149.37669251709,0.289075168217087,,
59.977,20.099,33.892,,52.7916030883789,19.1858978271484,43.5825347900391,,17.7890338745117,229.528035705566,0.077502662451794,,
69.775,23.443,37.813,,65.8047561645508,41.1796493530273,21.6135787963867,,37.9063143920899,259.628984313965,0.146001859123134,,
57.911,19.395,29.051,,60.6111221313477,38.2613563537598,32.5768585205078,,25.0923370056152,237.806337005615,0.105515846724567,,
67.83,25.291,33.282,,48.4217910766602,21.8970394134521,16.0711517333984,,40.0130177764892,212.792982223511,0.188037299719127,,
27.817,14.797,13.452,,24.5868282318115,12.3555221557617,15.9773073196411,,8.19695693206787,108.985657707214,0.075211336101569,,
60.478,18.835,58.097,,47.148998260498,24.4567794799805,37.9957427978516,,39.0520384216309,247.01152053833,0.158098044724885,,
65.766,25.509,60.581,,52.3159599304199,20.9814929962158,41.2552108764649,,37.3033361968994,266.408663803101,0.140022984479476,,
59.908,10.025,49.072,,34.9199409484863,21.7825546264648,18.5889205932617,,67.2286930847168,194.296416168213,0.346010978537624,,
28.871,27.125,14.578,,40.7246589660645,20.8213405609131,27.459321975708,,31.0386403808594,159.579321502686,0.194502897296358,,
35.813,1.7671,26.459,,63.7761077880859,39.1882743835449,38.2194175720215,,77.1446997436523,205.222899743652,0.375906879008216,,
18.92,17.287,18.151,,62.5575675964356,35.768497467041,49.6344833374023,,93.6025484008789,202.318548400879,0.462649367251353,,
34.658,24.124,0,,24.8331565856934,12.0807628631592,20.13743019104,,42.0055107421875,115.833349639893,0.362637451759583,,
30.344,23.491,18.812,,22.7773475646973,8.25646591186523,23.591724395752,,27.5809109191895,127.272537872314,0.216707479714594,,
29.902,28.734,0,,40.4587287902832,23.0703430175781,26.2530269622803,,42.4734127349854,148.418098770142,0.286174079084283,,
30.852,29.405,18.982,,30.3360958099365,12.1449794769287,20.7916851043701,,19.5856098175049,142.511760391235,0.137431533816836,,
67.231,48.326,37.078,,54.7549133300781,34.7318916320801,28.1866855621338,,34.961509475708,270.308490524292,0.129339294551556,,
22.071,19.412,13.808,,45.3452796936035,28.4108963012695,43.3507614135742,,61.8159374084473,172.397937408447,0.358565411731071,,
31.375,11.978,19.478,,48.2707824707031,35.2922592163086,40.3287734985352,,61.0608151855469,186.722815185547,0.327013145795122,,
28.848,21.41,11.66,,48.9333534240723,24.4151191711426,38.3153839111328,,49.7458565063477,173.581856506348,0.28658442482166,,
27.246,6.7735,19.236,,46.5602569580078,26.7149524688721,30.9820461273193,,51.0017555541992,157.512755554199,0.323794446835449,,
69.365,18.844,56.211,,64.411491394043,40.6863174438477,55.7479667663574,,27.2588592834473,305.265775604248,0.089295497438226,,
49.638,36.506,3.0717,,65.0181274414063,21.6968021392822,20.2923278808594,,47.4099531829834,196.222957461548,0.241612672626616,,
68.551,21.153,58.99,,64.2091674804688,29.992000579834,32.896858215332,,39.2739748840332,275.792026275635,0.142404316087013,,
25.188,21.818,12.619,,35.7740898132324,15.537992477417,27.3560218811035,,31.6031192169189,138.293104171753,0.228522740929074,,
12.135,9.8744,0.98982,,19.1990661621094,8.26864624023438,10.6627235412598,,18.3427234631348,61.1296559436035,0.300062599404408,,
27.088,19.253,8.4481,,29.8875274658203,33.3350372314453,18.3407821655273,,26.774246862793,136.352446862793,0.196360589625025,,
43.119,2.5446,39.624,,58.6713981628418,27.9410915374756,18.8649234771729,,61.7079662231445,190.76501317749,0.323476329308512,,
49.063,6.79,40.9,,57.7641181945801,25.9487113952637,35.4612159729004,,33.2986136169434,215.927045562744,0.154212333754492,,
27.291,20.657,8.8938,,16.6867790222168,0.290723979473114,0.283589959144592,,39.5807070391655,74.1028929608345,0.534131738420591,,
36.472,18.164,21.405,,39.7032203674316,15.7851781845093,17.1714248657227,,9.84361731719971,148.700823417664,0.066197463409812,,
65.277,30.254,11.691,,13.5252285003662,0,0.556424260139465,,93.1403472394943,121.303652760506,0.767828050680261,,
43.404,29.428,22.004,,25.1663303375244,0,12.2742738723755,,57.3953957901001,132.2766042099,0.43390436376053,,
39.265,20.746,27.541,,21.7306385040283,1.74239921569824,12.5844430923462,,51.4945191879272,123.609480812073,0.416590368713027,,
13.655,7.7945,5.1319,,26.5064373016357,3.17542099952698,3.27049994468689,,19.3319163574219,59.5337582458496,0.324721921260021,,
50.166,29.511,28.798,,9.52625370025635,0,6.99093627929688,,91.9578100204468,124.992189979553,0.735708447347707,,
5.7487,4.0133,5.6244,,16.36989402771,0,7.30702877044678,,16.3171227981567,39.0633227981567,0.417709545152331,,
64.611,36.465,54.461,,26.2028217315674,0,9.37071132659912,,119.963466941834,191.110533058167,0.627717714048348,,
34.542,1.8433,0,,32.0224418640137,14.9447832107544,14.4590711593628,,30.0801125061035,97.8115962341309,0.307531148291466,,
46.807,10.032,1.8766,,10.2809591293335,0,4.717360496521,,49.3988013671875,73.7139196258545,0.670142106374456,,
42.558,10.609,36.057,,25.9706363677979,0.462409496307373,7.29255485534668,,55.4983992805481,122.949600719452,0.451391455977032,,
31.937,23.104,15.95,,14.0747137069702,0,11.405198097229,,45.5110881958008,96.4709118041992,0.471759697764355,,
37.052,32.417,21.104,,11.8894853591919,0,0,,78.6835146408081,102.462485359192,0.76792510317289,,
36.958,4.4009,1.5559,,15.4124879837036,12.7075605392456,9.85097217559814,,38.1472447311401,80.8858206985474,0.471618441918402,,
37.913,21.121,17.655,,61.0557670593262,31.6108436584473,35.2029342651367,,51.1805449829101,204.55854498291,0.250199985472061,,
61.926,51.476,14.635,,22.5558948516846,13.8597412109375,13.4419965744019,,78.1793673629761,177.894632637024,0.439470073965038,,
70.737,40.583,50.001,,26.6095943450928,19.4294109344482,12.0445289611816,,103.237465759277,219.404534240723,0.470534786879149,,
29.29,28.854,24.85,,36.5540428161621,17.6222057342529,19.8473033905029,,23.4985336914063,157.017551940918,0.149655458265253,,
31.822,8.3146,30.015,,26.7150249481201,10.4922370910645,10.8152370452881,,26.4843750976562,118.174099084473,0.224113196570467,,
40.144,11.694,13.394,,15.381383895874,0,0,,49.850616104126,80.613383895874,0.618391310412134,,
59.598,30.243,0,,26.4413509368896,3.82848787307739,6.97927141189575,,66.5504326019287,127.090110221863,0.523647611019857,,
80.239,34.49,46.09,,17.4871406555176,0,1.02057790756226,,142.31128143692,179.32671856308,0.793586603141131,,
76.552,19.581,10.368,,23.7604885101318,14.2655420303345,12.2364492416382,,59.9754187011719,156.763479782104,0.382585400531651,,
36.745,28.503,8.0166,,29.051685333252,23.660285949707,17.5283946990967,,22.0478234161377,143.504965982056,0.153638051932604,,
14.915,7.7135,5.9534,,34.0065765380859,24.4188575744629,17.6443538665771,,47.487887979126,104.651687979126,0.453770874566285,,
18.367,0,17.839,,18.9441738128662,1.26507186889648,10.395001411438,,9.28624427032471,66.8102470932007,0.138994311117729,,
46.318,26.327,20.307,,15.382269859314,5.32593297958374,6.03561782836914,,66.2081793327332,119.695820667267,0.553136934636842,,
19.072,8.6238,7.7961,,32.7216033935547,16.8238048553467,32.5627746582031,,46.6162829071045,117.600082907104,0.396396684039143,,
36.727,29.529,16.467,,44.2444114685059,25.8438339233398,30.4272632598877,,25.1628408050537,183.238508651733,0.13732288583989,,
39.905,22.817,3.5897,,22.8572025299072,26.1183776855469,28.2235603332519,,44.9830354888916,143.510840548706,0.313446951581507,,
53.552,22.798,39.006,,13.3884124755859,3.79092216491699,16.1462593078613,,82.0304060516357,148.681593948364,0.551718634924805,,
36.222,21.067,25.847,,38.258487701416,26.1787300109863,16.0463752746582,,16.9488424377441,163.619592987061,0.103586875681108,,
55.981,18.679,28.456,,30.6268215179443,20.9095096588135,18.7660732269287,,37.2746149139404,173.418404403687,0.214940363695031,,
57.236,22.238,27.296,,24.3274078369141,13.6530227661133,20.7790412902832,,48.0105281066895,165.529471893311,0.290042175315063,,
21.801,7.7254,11.027,,33.315746307373,15.1515340805054,35.2513580322266,,43.165238420105,124.272038420105,0.347344736345144,,
49.859,26.426,47.359,,13.0576944351196,0,3.39049458503723,,107.195810979843,140.092189020157,0.765180498139118,,
54.787,21.799,40.679,,30.7796688079834,14.4750051498413,13.6174936294556,,58.3928324127197,176.13716758728,0.33151908374923,,
40.665,11.024,6.8598,,54.5865592956543,17.8423881530762,40.7249221801758,,54.6050696289062,171.702669628906,0.318021086957599,,
29.162,7.9911,0.85262,,59.3293304443359,26.8026275634766,40.423713684082,,88.5499516918945,164.561391691895,0.538096760008478,,
50.831,40.862,17.52,,29.2308444976807,18.5664768218994,10.1003589630127,,51.3153197174072,167.110680282593,0.307073848485509,,
69.64,31.397,3.2994,,14.2317609786987,0,0,,90.1046390213013,118.568160978699,0.759939584771741,,
60.082,10.188,43.929,,17.7552356719971,6.38057899475098,10.0503168106079,,80.012868522644,148.385131477356,0.539224299133059,,
53.767,24.405,26.628,,25.8965759277344,13.7439527511597,21.1724414825439,,43.987029838562,165.612970161438,0.265601358369963,,
8.34,5.4337,6.2104,,15.7640972137451,0,7.05820369720459,,13.7056009109497,42.8064009109497,0.320176436684353,,
49.645,33.379,24.187,,19.8314456939697,1.53678107261658,5.97265720367432,,79.8701160297394,134.551883970261,0.593600874792602,,35.2087474138582
